time,depth,IMUx,IMUy,IMUz
01/17/19_14:08:23.218680,0.0,0.0,0.0,0.0
01/17/19_14:08:23.322450,1.103992690332234,-0.004159736912697554,-0.02335205115377903,-0.0009593963623046875
01/17/19_14:08:23.423907,2.2079401183873415,-0.008318901062011719,-0.046659089624881744,-0.001918792724609375
01/17/19_14:08:23.528721,3.3117955550551414,-0.012480735778808594,-0.06987438350915909,-0.00287971505895257
01/17/19_14:08:23.632939,4.415509756654501,-0.016637420281767845,-0.09295596927404404,-0.003839874407276511
01/17/19_14:08:23.735269,5.519031174480915,-0.0207963939756155,-0.11586017906665802,-0.004800224211066961
01/17/19_14:08:23.840814,6.622306443750858,-0.024951744824647903,-0.138545423746109,-0.005760574247688055
01/17/19_14:08:23.945642,7.725280523300171,-0.029106711968779564,-0.16097603738307953,-0.006720161531120539
01/17/19_14:08:24.048924,8.827896416187286,-0.03325767442584038,-0.1831100434064865,-0.00767784146592021
01/17/19_14:08:24.154395,9.930095449090004,-0.037407875061035156,-0.2049112319946289,-0.008638954721391201
01/17/19_14:08:24.259967,11.03181391954422,-0.04155712202191353,-0.22634315490722656,-0.009599876590073109
01/17/19_14:08:24.361979,12.132992595434189,-0.04570141062140465,-0.24736957252025604,-0.010558510199189186
01/17/19_14:08:24.466211,13.233564421534538,-0.04984436184167862,-0.26796188950538635,-0.011518669314682484
01/17/19_14:08:24.570798,14.333464577794075,-0.053983498364686966,-0.28808823227882385,-0.012480735778808594
01/17/19_14:08:24.675146,15.432624891400337,-0.058122824877500534,-0.30771350860595703,-0.013438415713608265
01/17/19_14:08:24.776353,16.530972719192505,-0.06225433573126793,-0.32681217789649963,-0.014396095648407936
01/17/19_14:08:24.879938,17.628442123532295,-0.06638336181640625,-0.34535446763038635,-0.01535873394459486
01/17/19_14:08:24.983886,18.72495375573635,-0.07050781697034836,-0.3633144497871399,-0.01631755940616131
01/17/19_14:08:25.087756,19.8204405605793,-0.07462920993566513,-0.38066959381103516,-0.01727619208395481
01/17/19_14:08:25.189217,20.914822071790695,-0.07874565571546555,-0.3973936140537262,-0.018236160278320312
01/17/19_14:08:25.291494,22.008023411035538,-0.08285675197839737,-0.41346415877342224,-0.019195938482880592
01/17/19_14:08:25.395321,23.09996411204338,-0.0869625136256218,-0.42886218428611755,-0.0201555248349905
01/17/19_14:08:25.498921,24.190563708543777,-0.09106273949146271,-0.44356632232666016,-0.021114541217684746
01/17/19_14:08:25.602004,25.27974173426628,-0.0951618179678917,-0.45756015181541443,-0.02207336388528347
01/17/19_14:08:25.706194,26.367417722940445,-0.09924812614917755,-0.4708259701728821,-0.023033713921904564
01/17/19_14:08:25.808983,27.453504502773285,-0.10333442687988281,-0.4833481013774872,-0.023991966620087624
01/17/19_14:08:25.914601,28.537917137145996,-0.10741100460290909,-0.4951133728027344,-0.024951744824647903
01/17/19_14:08:26.018166,29.62057515978813,-0.11148243397474289,-0.5061079263687134,-0.02591114118695259
01/17/19_14:08:26.119053,30.70138692855835,-0.11554832756519318,-0.5163208842277527,-0.026868248358368874
01/17/19_14:08:26.223783,31.78025856614113,-0.11960525810718536,-0.52574223279953,-0.027826881036162376
01/17/19_14:08:26.328235,32.8571118414402,-0.12365646660327911,-0.5343637466430664,-0.028785323724150658
01/17/19_14:08:26.432800,33.931850641965866,-0.12769947946071625,-0.5421780943870544,-0.02974529378116131
01/17/19_14:08:26.537534,35.00438332557678,-0.13173484802246094,-0.5491775870323181,-0.030702972784638405
01/17/19_14:08:26.640122,36.07461825013161,-0.13576164841651917,-0.5553590059280396,-0.03166007995605469
01/17/19_14:08:26.744217,37.14245930314064,-0.13978366553783417,-0.560718834400177,-0.03261890634894371
01/17/19_14:08:26.848152,38.20781707763672,-0.14379540085792542,-0.5652549862861633,-0.03357753902673721
01/17/19_14:08:26.949393,39.27059769630432,-0.14779777824878693,-0.5689663887023926,-0.03453388437628746
01/17/19_14:08:27.051452,40.33070504665375,-0.15179120004177094,-0.5718532800674438,-0.03549328073859215
01/17/19_14:08:27.156963,41.38803631067276,-0.15577717125415802,-0.573917806148529,-0.03645076975226402
01/17/19_14:08:27.259076,42.442502081394196,-0.15975342690944672,-0.5751619338989258,-0.037407875061035156
01/17/19_14:08:27.364393,43.49399954080582,-0.16372166574001312,-0.575591504573822,-0.038364410400390625
01/17/19_14:08:27.468321,44.5424348115921,-0.1676780730485916,-0.5752102732658386,-0.039322663098573685
01/17/19_14:08:27.570792,45.587705075740814,-0.1716262847185135,-0.5740253329277039,-0.040280532091856
01/17/19_14:08:27.674792,46.629711985588074,-0.1755657196044922,-0.5720447897911072,-0.04123802110552788
01/17/19_14:08:27.778626,47.66835719347,-0.17949257791042328,-0.5692768096923828,-0.04219494014978409
01/17/19_14:08:27.882654,48.70353788137436,-0.18341064453125,-0.565731942653656,-0.04315166547894478
01/17/19_14:08:27.988415,49.735160171985626,-0.18731728196144104,-0.5614213943481445,-0.0441095344722271
01/17/19_14:08:28.091358,50.76310783624649,-0.1912132352590561,-0.5563576817512512,-0.04506359249353409
01/17/19_14:08:28.192391,51.78729146718979,-0.195098876953125,-0.5505533218383789,-0.04602089151740074
01/17/19_14:08:28.293312,52.807608246803284,-0.19897328317165375,-0.5440231561660767,-0.04697761684656143
01/17/19_14:08:28.397754,53.82395088672638,-0.20283566415309906,-0.5367823839187622,-0.04793262481689453
01/17/19_14:08:28.499450,54.83621656894684,-0.20668449997901917,-0.5288484692573547,-0.04888878017663956
01/17/19_14:08:28.602418,55.84430694580078,-0.21052590012550354,-0.5202382206916809,-0.04984436184167862
01/17/19_14:08:28.707219,56.84811919927597,-0.21435336768627167,-0.5109692811965942,-0.05080127716064453
