time,depth,IMUx,IMUy,IMUz
01/19/19_00:04:13.573423,0.0,0.0,0.0,0.0
01/19/19_00:04:13.678752,1.103992690332234,-0.004159736912697554,-0.02335205115377903,-0.0009593963623046875
01/19/19_00:04:13.782827,2.2079401183873415,-0.008318901062011719,-0.046659089624881744,-0.001918792724609375
01/19/19_00:04:13.885475,3.3117955550551414,-0.012480735778808594,-0.06987438350915909,-0.00287971505895257
01/19/19_00:04:13.990104,4.415509756654501,-0.016637420281767845,-0.09295596927404404,-0.003839874407276511
01/19/19_00:04:14.091260,5.519031174480915,-0.0207963939756155,-0.11586017906665802,-0.004800224211066961
01/19/19_00:04:14.195958,6.622306443750858,-0.024951744824647903,-0.138545423746109,-0.005760574247688055
01/19/19_00:04:14.300790,7.725280523300171,-0.029106711968779564,-0.16097603738307953,-0.006720161531120539
01/19/19_00:04:14.403154,8.827896416187286,-0.03325767442584038,-0.1831100434064865,-0.00767784146592021
01/19/19_00:04:14.508713,9.930095449090004,-0.037407875061035156,-0.2049112319946289,-0.008638954721391201
01/19/19_00:04:14.609473,11.03181391954422,-0.04155712202191353,-0.22634315490722656,-0.009599876590073109
01/19/19_00:04:14.710141,12.132992595434189,-0.04570141062140465,-0.24736957252025604,-0.010558510199189186
01/19/19_00:04:14.812212,13.233564421534538,-0.04984436184167862,-0.26796188950538635,-0.011518669314682484
01/19/19_00:04:14.915801,14.333464577794075,-0.053983498364686966,-0.28808823227882385,-0.012480735778808594
01/19/19_00:04:15.018165,15.432624891400337,-0.058122824877500534,-0.30771350860595703,-0.013438415713608265
01/19/19_00:04:15.123864,16.530972719192505,-0.06225433573126793,-0.32681217789649963,-0.014396095648407936
01/19/19_00:04:15.226734,17.628442123532295,-0.06638336181640625,-0.34535446763038635,-0.01535873394459486
01/19/19_00:04:15.327851,18.72495375573635,-0.07050781697034836,-0.3633144497871399,-0.01631755940616131
01/19/19_00:04:15.428913,19.8204405605793,-0.07462920993566513,-0.38066959381103516,-0.01727619208395481
01/19/19_00:04:15.534804,20.914822071790695,-0.07874565571546555,-0.3973936140537262,-0.018236160278320312
01/19/19_00:04:15.640507,22.008023411035538,-0.08285675197839737,-0.41346415877342224,-0.019195938482880592
01/19/19_00:04:15.744722,23.09996411204338,-0.0869625136256218,-0.42886218428611755,-0.0201555248349905
01/19/19_00:04:15.850017,24.190563708543777,-0.09106273949146271,-0.44356632232666016,-0.021114541217684746
01/19/19_00:04:15.953622,25.27974173426628,-0.0951618179678917,-0.45756015181541443,-0.02207336388528347
01/19/19_00:04:16.057189,26.367417722940445,-0.09924812614917755,-0.4708259701728821,-0.023033713921904564
01/19/19_00:04:16.162202,27.453504502773285,-0.10333442687988281,-0.4833481013774872,-0.023991966620087624
01/19/19_00:04:16.265626,28.537917137145996,-0.10741100460290909,-0.4951133728027344,-0.024951744824647903
01/19/19_00:04:16.367734,29.62057515978813,-0.11148243397474289,-0.5061079263687134,-0.02591114118695259
01/19/19_00:04:16.473667,30.70138692855835,-0.11554832756519318,-0.5163208842277527,-0.026868248358368874
01/19/19_00:04:16.576132,31.78025856614113,-0.11960525810718536,-0.52574223279953,-0.027826881036162376
01/19/19_00:04:16.676845,32.8571118414402,-0.12365646660327911,-0.5343637466430664,-0.028785323724150658
01/19/19_00:04:16.779226,33.931850641965866,-0.12769947946071625,-0.5421780943870544,-0.02974529378116131
01/19/19_00:04:16.885092,35.00438332557678,-0.13173484802246094,-0.5491775870323181,-0.030702972784638405
01/19/19_00:04:16.989474,36.07461825013161,-0.13576164841651917,-0.5553590059280396,-0.03166007995605469
01/19/19_00:04:17.090788,37.14245930314064,-0.13978366553783417,-0.560718834400177,-0.03261890634894371
01/19/19_00:04:17.192952,38.20781707763672,-0.14379540085792542,-0.5652549862861633,-0.03357753902673721
01/19/19_00:04:17.293863,39.27059769630432,-0.14779777824878693,-0.5689663887023926,-0.03453388437628746
01/19/19_00:04:17.395499,40.33070504665375,-0.15179120004177094,-0.5718532800674438,-0.03549328073859215
01/19/19_00:04:17.500400,41.38803631067276,-0.15577717125415802,-0.573917806148529,-0.03645076975226402
01/19/19_00:04:17.606522,42.442502081394196,-0.15975342690944672,-0.5751619338989258,-0.037407875061035156
01/19/19_00:04:17.712222,43.49399954080582,-0.16372166574001312,-0.575591504573822,-0.038364410400390625
01/19/19_00:04:17.815639,44.5424348115921,-0.1676780730485916,-0.5752102732658386,-0.039322663098573685
01/19/19_00:04:17.921365,45.587705075740814,-0.1716262847185135,-0.5740253329277039,-0.040280532091856
01/19/19_00:04:18.024773,46.629711985588074,-0.1755657196044922,-0.5720447897911072,-0.04123802110552788
01/19/19_00:04:18.128851,47.66835719347,-0.17949257791042328,-0.5692768096923828,-0.04219494014978409
01/19/19_00:04:18.234782,48.70353788137436,-0.18341064453125,-0.565731942653656,-0.04315166547894478
01/19/19_00:04:18.340396,49.735160171985626,-0.18731728196144104,-0.5614213943481445,-0.0441095344722271
01/19/19_00:04:18.442626,50.76310783624649,-0.1912132352590561,-0.5563576817512512,-0.04506359249353409
01/19/19_00:04:18.543482,51.78729146718979,-0.195098876953125,-0.5505533218383789,-0.04602089151740074
01/19/19_00:04:18.646876,52.807608246803284,-0.19897328317165375,-0.5440231561660767,-0.04697761684656143
01/19/19_00:04:18.752183,53.82395088672638,-0.20283566415309906,-0.5367823839187622,-0.04793262481689453
01/19/19_00:04:18.857064,54.83621656894684,-0.20668449997901917,-0.5288484692573547,-0.04888878017663956
01/19/19_00:04:18.961683,55.84430694580078,-0.21052590012550354,-0.5202382206916809,-0.04984436184167862
01/19/19_00:04:19.062861,56.84811919927597,-0.21435336768627167,-0.5109692811965942,-0.05080127716064453
01/19/19_00:04:19.168316,57.84754604101181,-0.21816806495189667,-0.5010620355606079,-0.05175628885626793
01/19/19_00:04:19.273603,58.842480182647705,-0.22196999192237854,-0.4905364215373993,-0.052710916846990585
01/19/19_00:04:19.374682,59.83282774686813,-0.22576084733009338,-0.4794141948223114,-0.05366668850183487
01/19/19_00:04:19.475946,60.81847697496414,-0.22953815758228302,-0.46771642565727234,-0.05462055280804634
01/19/19_00:04:19.578733,61.79932504892349,-0.23330211639404297,-0.455466091632843,-0.05557537078857422
01/19/19_00:04:19.684388,62.775278091430664,-0.2370542585849762,-0.44268789887428284,-0.056529998779296875
01/19/19_00:04:19.788070,63.74621540307999,-0.2407909482717514,-0.42940542101860046,-0.0574861541390419
01/19/19_00:04:19.890354,64.71205651760101,-0.24451522529125214,-0.4156437814235687,-0.05843811109662056
01/19/19_00:04:19.994931,65.672667324543,-0.2482254058122635,-0.4014293849468231,-0.05939331278204918
01/19/19_00:04:20.100817,66.62796288728714,-0.25192299485206604,-0.38678818941116333,-0.060347940772771835
01/19/19_00:04:20.204060,67.5778403878212,-0.25560474395751953,-0.3717479705810547,-0.06130046769976616
01/19/19_00:04:20.306986,68.52218806743622,-0.2592746913433075,-0.3563365936279297,-0.06225433573126793
01/19/19_00:04:20.409327,69.46091204881668,-0.26292821764945984,-0.3405822813510895,-0.06320762634277344
01/19/19_00:04:20.510197,70.39389610290527,-0.26656800508499146,-0.3245135247707367,-0.0641605406999588
01/19/19_00:04:20.612098,71.32104635238647,-0.27019158005714417,-0.30816012620925903,-0.06511326134204865
01/19/19_00:04:20.715183,72.24226891994476,-0.2738010585308075,-0.2915523648262024,-0.066065214574337
01/19/19_00:04:20.820653,73.15744310617447,-0.2773965895175934,-0.27472010254859924,-0.06701850891113281
01/19/19_00:04:20.922712,74.06647056341171,-0.28097495436668396,-0.2576942443847656,-0.0679716095328331
01/19/19_00:04:21.026445,74.96926635503769,-0.2845388352870941,-0.2405058890581131,-0.06892223656177521
01/19/19_00:04:21.128257,75.86570978164673,-0.28808823227882385,-0.22318649291992188,-0.06987438350915909
01/19/19_00:04:21.232474,76.75571143627167,-0.29162007570266724,-0.20576754212379456,-0.07082577049732208
01/19/19_00:04:21.334583,77.63915956020355,-0.295135498046875,-0.1882808655500412,-0.07177525013685226
01/19/19_00:04:21.440280,78.51596474647522,-0.29863548278808594,-0.17075872421264648,-0.07272739708423615
01/19/19_00:04:21.545346,79.38602864742279,-0.3021205961704254,-0.15323324501514435,-0.07367783039808273
01/19/19_00:04:21.648857,80.24923503398895,-0.30558720231056213,-0.1357368528842926,-0.07462920993566513
01/19/19_00:04:21.752932,81.10551238059998,-0.3090396821498871,-0.11830168217420578,-0.07557850331068039
01/19/19_00:04:21.856947,81.95473551750183,-0.3124723434448242,-0.1009601578116417,-0.07652892917394638
01/19/19_00:04:21.958754,82.79681503772736,-0.3158903121948242,-0.08374452590942383,-0.07747917622327805
01/19/19_00:04:22.060094,83.6316704750061,-0.31928959488868713,-0.06668730080127716,-0.07842826843261719
01/19/19_00:04:22.162129,84.45918560028076,-0.3226720988750458,-0.04982032999396324,-0.07937755435705185
01/19/19_00:04:22.268020,85.27927994728088,-0.3260374069213867,-0.03317537531256676,-0.08032608032226562
01/19/19_00:04:22.373566,86.09184622764587,-0.3293844163417816,-0.01678452454507351,-0.08127593994140625
01/19/19_00:04:22.476401,86.89678609371185,-0.33271485567092896,-0.0006788730970583856,-0.08222351223230362
01/19/19_00:04:22.579103,87.69402801990509,-0.33602580428123474,0.015110588632524014,-0.08317241817712784
01/19/19_00:04:22.684987,88.48345577716827,-0.33932074904441833,0.030553102493286133,-0.08412056416273117
01/19/19_00:04:22.789469,89.26497995853424,-0.34259605407714844,0.045618485659360886,-0.08506832271814346
01/19/19_00:04:22.892648,90.03853797912598,-0.3458540141582489,0.06027708202600479,-0.08601570129394531
01/19/19_00:04:22.994815,90.80399572849274,-0.3490913510322571,0.07449980080127716,-0.0869625136256218
01/19/19_00:04:23.098724,91.56130850315094,-0.3523130416870117,0.0882577896118164,-0.08791065216064453
01/19/19_00:04:23.201807,92.31035113334656,-0.35551396012306213,0.10152345150709152,-0.08885651081800461
01/19/19_00:04:23.306896,93.05104315280914,-0.35869714617729187,0.1142696887254715,-0.08980350941419601
01/19/19_00:04:23.412086,93.78331303596497,-0.3618606626987457,0.12646980583667755,-0.09074974060058594
01/19/19_00:04:23.517951,94.50705349445343,-0.36500510573387146,0.1380985826253891,-0.09169407188892365
01/19/19_00:04:23.623535,95.22220194339752,-0.3681320250034332,0.14913105964660645,-0.09263954311609268
01/19/19_00:04:23.728713,95.92866003513336,-0.3712354600429535,0.15954375267028809,-0.09358444064855576
01/19/19_00:04:23.831836,96.62635624408722,-0.37432289123535156,0.16931402683258057,-0.09453048557043076
01/19/19_00:04:23.937727,97.3151832818985,-0.3773885667324066,0.17842014133930206,-0.09547443687915802
01/19/19_00:04:24.042439,97.9950875043869,-0.3804357647895813,0.18684160709381104,-0.09641952812671661
01/19/19_00:04:24.147551,98.66597056388855,-0.383462518453598,0.1945592164993286,-0.09736404567956924
01/19/19_00:04:24.251321,99.32776093482971,-0.38646888732910156,0.20155511796474457,-0.0983060821890831
01/19/19_00:04:24.356818,99.98037815093994,-0.3894544541835785,0.20781241357326508,-0.09924812614917755
01/19/19_00:04:24.459267,100.62375068664551,-0.39242076873779297,0.21331599354743958,-0.10019264370203018
01/19/19_00:04:24.561422,101.25778913497925,-0.39536628127098083,0.21805202960968018,-0.10113658756017685
01/19/19_00:04:24.662339,101.88243091106415,-0.39829063415527344,0.22200818359851837,-0.10207825154066086
01/19/19_00:04:24.763232,102.49760448932648,-0.4011955261230469,0.2251739501953125,-0.10301952809095383
01/19/19_00:04:24.869110,103.10322940349579,-0.40407752990722656,0.22754016518592834,-0.10396213829517365
01/19/19_00:04:24.973481,103.69923412799835,-0.40693989396095276,0.22909966111183167,-0.10490208119153976
01/19/19_00:04:25.078709,104.28554713726044,-0.40978050231933594,0.22984690964221954,-0.10584335774183273
01/19/19_00:04:25.181356,104.86211478710175,-0.4126010835170746,0.22977836430072784,-0.10678424686193466
01/19/19_00:04:25.287304,105.42884767055511,-0.41539880633354187,0.22889237105846405,-0.10772591084241867
01/19/19_00:04:25.391521,105.98569214344025,-0.41817665100097656,0.22718940675258636,-0.10866546630859375
01/19/19_00:04:25.495346,106.53257668018341,-0.42093202471733093,0.22467182576656342,-0.10960445553064346
01/19/19_00:04:25.601056,107.06943869590759,-0.42366525530815125,0.22134438157081604,-0.11054477840662003
01/19/19_00:04:25.705786,107.59623348712921,-0.4263778626918793,0.217213973402977,-0.11148243397474289
01/19/19_00:04:25.811548,108.11286270618439,-0.42906782031059265,0.2122897207736969,-0.11241989582777023
01/19/19_00:04:25.913636,108.61929953098297,-0.4317367672920227,0.20658333599567413,-0.11335964500904083
01/19/19_00:04:26.018697,109.11546349525452,-0.43438321352005005,0.20010893046855927,-0.11429748684167862
01/19/19_00:04:26.123006,109.60130989551544,-0.43700599670410156,0.19288305938243866,-0.11523475497961044
01/19/19_00:04:26.228585,110.07678508758545,-0.4396076202392578,0.18492503464221954,-0.1161731705069542
01/19/19_00:04:26.333570,110.54181754589081,-0.4421873092651367,0.1762569099664688,-0.11710911244153976
01/19/19_00:04:26.436956,110.99637150764465,-0.4447444975376129,0.1669033169746399,-0.1180446669459343
01/19/19_00:04:26.539958,111.44038438796997,-0.4472774565219879,0.15689198672771454,-0.11898098140954971
01/19/19_00:04:26.642150,111.87381148338318,-0.449789822101593,0.14625360071659088,-0.11991691589355469
01/19/19_00:04:26.745676,112.29659914970398,-0.4522777497768402,0.1350216120481491,-0.1208522841334343
01/19/19_00:04:26.851532,112.70870268344879,-0.45474377274513245,0.12323286384344101,-0.12178707122802734
01/19/19_00:04:26.956715,113.11006844043732,-0.4571865200996399,0.11092744022607803,-0.1227228194475174
01/19/19_00:04:27.059851,113.5006695985794,-0.45960694551467896,0.09814836829900742,-0.12365646660327911
01/19/19_00:04:27.161950,113.88044357299805,-0.4620029628276825,0.08494239300489426,-0.1245906874537468
01/19/19_00:04:27.265864,114.24936354160309,-0.46437549591064453,0.07135969400405884,-0.12552300095558167
01/19/19_00:04:27.366807,114.60737586021423,-0.4667261242866516,0.057453703135252,-0.12645645439624786
01/19/19_00:04:27.472715,114.95444476604462,-0.4690523147583008,0.04328180477023125,-0.12738914787769318
01/19/19_00:04:27.573762,115.29054343700409,-0.4713558256626129,0.028905114158988,-0.12831954658031464
01/19/19_00:04:27.675650,115.61562716960907,-0.4736339747905731,0.014388221316039562,-0.1292528212070465
01/19/19_00:04:27.776405,115.92966020107269,-0.4758909344673157,-0.00019993782916571945,-0.1301834136247635
01/19/19_00:04:27.880748,116.23261570930481,-0.4781225323677063,-0.014801598154008389,-0.13111534714698792
01/19/19_00:04:27.982093,116.52444899082184,-0.48033085465431213,-0.02941141091287136,-0.1320449858903885
01/19/19_00:04:28.084935,116.80515110492706,-0.48251381516456604,-0.0440356507897377,-0.13297538459300995
01/19/19_00:04:28.189839,117.0746773481369,-0.4846748411655426,-0.05867953225970268,-0.13390541076660156
01/19/19_00:04:28.293005,117.33300983905792,-0.48681050539016724,-0.07334458827972412,-0.13483314216136932
01/19/19_00:04:28.398765,117.58012175559998,-0.4889228940010071,-0.0880332961678505,-0.13576164841651917
01/19/19_00:04:28.503005,117.81598627567291,-0.4910116195678711,-0.10274405777454376,-0.13669128715991974
01/19/19_00:04:28.606671,118.0405855178833,-0.4930736720561981,-0.11747512966394424,-0.13762055337429047
01/19/19_00:04:28.711945,118.25390160083771,-0.4951133728027344,-0.13222336769104004,-0.138545423746109
01/19/19_00:04:28.817879,118.45590770244598,-0.49712830781936646,-0.14698369801044464,-0.13947315514087677
01/19/19_00:04:28.922337,118.64659488201141,-0.4991184175014496,-0.16175048053264618,-0.14040032029151917
01/19/19_00:04:29.026594,118.82594525814056,-0.5010837912559509,-0.1765161007642746,-0.14132653176784515
01/19/19_00:04:29.128438,118.99394094944,-0.5030239224433899,-0.1912725418806076,-0.1422523558139801
01/19/19_00:04:29.234352,119.15058195590973,-0.5049414038658142,-0.2060105800628662,-0.14317741990089417
01/19/19_00:04:29.339944,119.2958414554596,-0.5068317651748657,-0.22071953117847443,-0.14410363137722015
01/19/19_00:04:29.442173,119.42971050739288,-0.5086992383003235,-0.23538906872272491,-0.14502735435962677
01/19/19_00:04:29.547332,119.55220699310303,-0.5105403065681458,-0.25000691413879395,-0.1459503173828125
01/19/19_00:04:29.652449,119.66330409049988,-0.5123583674430847,-0.2645605504512787,-0.14687423408031464
01/19/19_00:04:29.756625,119.76299285888672,-0.5141491889953613,-0.2790367603302002,-0.14779777824878693
01/19/19_00:04:29.861098,119.85129117965698,-0.5159162878990173,-0.29342174530029297,-0.14871864020824432
01/19/19_00:04:29.965735,119.92819011211395,-0.5176590085029602,-0.3077009916305542,-0.14964237809181213
01/19/19_00:04:30.071401,119.99368965625763,-0.5193743109703064,-0.3218601644039154,-0.1505638211965561
01/19/19_00:04:30.173258,120.04779875278473,-0.5210666656494141,-0.3358839154243469,-0.15148448944091797
01/19/19_00:04:30.274561,120.09049952030182,-0.522732675075531,-0.34975674748420715,-0.1524057388305664
01/19/19_00:04:30.380129,120.12180984020233,-0.5243732333183289,-0.36346298456192017,-0.15332508087158203
01/19/19_00:04:30.483582,120.14176547527313,-0.5259890556335449,-0.3769865930080414,-0.15424709022045135
01/19/19_00:04:30.584836,120.15034854412079,-0.5275799036026001,-0.39031144976615906,-0.1551649123430252
01/19/19_00:04:30.689939,120.14754116535187,-0.5291442275047302,-0.40342170000076294,-0.15608368813991547
01/19/19_00:04:30.793036,120.13342380523682,-0.5306835174560547,-0.4163009822368622,-0.15700340270996094
01/19/19_00:04:30.896832,120.1079785823822,-0.5321971774101257,-0.4289329946041107,-0.15791931748390198
01/19/19_00:04:31.000430,120.07119655609131,-0.5336851477622986,-0.44130179286003113,-0.15883751213550568
01/19/19_00:04:31.104835,120.02314925193787,-0.5351480841636658,-0.4533911645412445,-0.15975342690944672
